num_reviews,piece_count,prod_desc,prod_id,review_difficulty,set_name,star_rating,theme_name
4.0,99,Patrol the Empire and enforce the rule of law!,75207,Very Easy,Imperial Patrol Battle Pack,5.0,Star Wars™
1.0,149,Growl like a Wookiee with a LEGO® BrickHeadz™ construction character featuring Chewbacca!,41609,Very Easy,Chewbacca™,3.0,BrickHeadz
1.0,141,Be a rogue with a LEGO® BrickHeadz™ construction character featuring Han Solo!,41608,Very Easy,Han Solo™,4.0,BrickHeadz
84.0,4016,Win the battle for the Empire with the awesome Death Star!,75159,Challenging,Death Star™,3.9,Star Wars™
201.0,1996,Lift off for bounty-hunting adventures in the Slave I!,75060,Challenging,Slave I,4.8,Star Wars™
31.0,1416,Command the fleet with the awesome First Order Star Destroyer!,75190,Average,First Order Star Destroyer™,4.8,Star Wars™
33.0,1376,Stride into battle with the First Order Heavy Assault Walker!,75189,Challenging,First Order Heavy Assault Walker™,4.4,Star Wars™
23.0,780,Set out on heroic raids with the Resistance Bomber!,75188,Average,Resistance Bomber,4.6,Star Wars™
79.0,1106,Play with and display your own brick-built BB-8!,75187,Average,BB-8™,4.8,Star Wars™
39.0,863,Transport Director Krennic in his armor-plated shuttle!,75156,Average,Krennic's Imperial Shuttle,4.4,Star Wars™
5.0,775,Go head to head with the Empire aboard The Arrowhead!,75186,Challenging,The Arrowhead,4.8,Star Wars™
4.0,746,Join the battle at the Resistance base!,75202,Easy,Defense of Crait™,4.3,Star Wars™
22.0,630,Speed into action with Kylo Ren’s TIE Fighter!,75179,Average,Kylo Ren's TIE Fighter™,4.6,Star Wars™
71.0,717,Go on daring missions with Poe's X-Wing Fighter™!,75102,Average,Poe's X-Wing Fighter™,4.7,Star Wars™
56.0,659,Battle the Empire with the amazing Rebel U-Wing Fighter!,75155,Average,Rebel U-Wing Fighter™,4.6,Star Wars™
3.0,836,Escape from Bala-Tik and the dreaded Rathtars!,75180,Average,Rathtar™ Escape,4.7,Star Wars™
6.0,557,Search out the Freemakers with Tracker I!,75185,Challenging,Tracker I,4.3,Star Wars™
51.0,691,Launch daring raids with the iconic Y-Wing Starfighter!,75172,Average,Y-Wing Starfighter™,4.7,Star Wars™
11.0,452,Set out on speeder bike missions with the Scout Trooper!,75532,Challenging,Scout Trooper™ & Speeder Bike™,4.5,Star Wars™
12.0,457,Escape Jakku in the powerful Quadjumper!,75178,Easy,Jakku Quadjumper™,4.3,Star Wars™
9.0,554,Stomp into battle with the First Order Heavy Scout Walker!,75177,Challenging,First Order Heavy Scout Walker™,4.0,Star Wars™
14.0,376,Stop by at Tatooine’s Mos Eisley Cantina!,75205,Easy,Mos Eisley Cantina™,3.5,Star Wars™
37.0,370,Seize control of the First Order AT-ST!,75201,Easy,First Order AT-ST™,1.8,Star Wars™
5.0,179,Lead the charge with Chewbacca!,75530,Average,Chewbacca™,3.6,Star Wars™
25.0,241,Learn the Jedi way at the Ahch-To Island mountainside hut!,75200,Easy,Ahch-To Island™ Training,4.5,Star Wars™
13.0,278,Speed into action with the Sandspeeder!,75204,Easy,Sandspeeder™,4.5,Star Wars™
27.0,277,Avoid the deadly Sarlacc pit!,75174,Easy,Desert Skiff Escape,4.6,Star Wars™
19.0,157,Chase down the Jedi with General Grievous’ Combat Speeder!,75199,Easy,General Grievous' Combat Speeder,2.6,Star Wars™
14.0,294,Jettison to safety in the Resistance Transport Pod!,75176,Easy,Resistance Transport Pod™,4.7,Star Wars™
38.0,282,Bring Darth Vader to life at the medical bay!,75183,Easy,Darth Vader™ Transformation,4.7,Star Wars™
37.0,262,Journey to the stars aboard Yoda’s starship!,75168,Easy,Yoda's Jedi Starfighter™,4.5,Star Wars™
27.0,305,Pack a punch with the Republic Fighter Tank!,75182,Easy,Republic Fighter Tank™,4.6,Star Wars™
32.0,208,Battle it out at the generator core!,75169,Easy,Duel on Naboo™,4.4,Star Wars™
7.0,92,Protect the First Order with the Elite Praetorian Guard!,75529,Easy,Elite Praetorian Guard,4.7,Star Wars™
12.0,86,Go on the hunt for Resistance forces with the fierce Kylo Ren™!,75117,Easy,Kylo Ren™,4.5,Star Wars™
3.0,100,Join the battle with the 2-in-1 Stormtrooper Commander!,75531,Very Easy,Stormtrooper™ Commander,4.0,Star Wars™
3.0,85,Feel the Force with Rey!,75528,Easy,Rey,4.7,Star Wars™
3.0,188,Intercept Kylo Ren in a deep space microfighter duel!,75196,Easy,A-Wing™ vs. TIE Silencer™ Microfighters,4.3,Star Wars™
4.0,216,Pit First Order against Resistance in a micro planetside battle!,75195,Easy,Ski Speeder™ vs. First Order Walker™ Microfighters,4.5,Star Wars™
1.0,94,Fly into action with the Elite TIE Fighter Pilot!,75526,Easy,Elite TIE Fighter Pilot™,4.0,Star Wars™
14.0,97,Keep the Jawas busy on desert planet Tatooine!,75198,Easy,Tatooine™ Battle Pack,4.1,Star Wars™
15.0,108,Advance on the Resistance with the First Order Specialists Battle Pack!,75197,Very Easy,First Order Specialists Battle Pack,4.1,Star Wars™
40.0,125,Go bounty hunting with the super-fast speeder bike!,75167,Very Easy,Bounty Hunter Speeder Bike™ Battle Pack,4.7,Star Wars™
25.0,117,Send in reinforcements with the First Order Transport Speeder!,75166,Very Easy,First Order Transport Speeder Battle Pack,4.6,Star Wars™
9.0,92,Play at micro lightspeed with the Millennium Falcon!,75193,Easy,Millennium Falcon™ Microfighter,4.7,Star Wars™
3.0,91,Take on the Resistance in a micro-scale TIE Fighter!,75194,Easy,First Order TIE Fighter™ Microfighter,4.3,Star Wars™
2.0,91,Join the Resistance with a LEGO® BrickHeadz construction character featuring Finn!,41485,Easy,Finn,4.5,BrickHeadz
6.0,109,Enter miniature battle with the amazing U-Wing Microfighter!,75160,Easy,U-Wing™ Microfighter,4.8,Star Wars™
5.0,130,Summon the dark side with a LEGO® BrickHeadz construction character featuring Kylo Ren™!,41603,Easy,Kylo Ren™,5.0,BrickHeadz
4.0,88,Engage the Rebels with the tough TIE Striker Microfighter!,75161,Easy,TIE Striker™ Microfighter,4.5,Star Wars™
3.0,119,Feel the Force with a LEGO® BrickHeadz construction character featuring Rey!,41602,Easy,Rey,5.0,BrickHeadz
86.0,1703,Build the ultimate LEGO® Snowspeeder!,75144,Challenging,Snowspeeder™,4.3,Star Wars™
15.0,825,Play at warp speed with Obi-Wan’s Jedi Starfighter With Hyperdrive!,75191,Average,Jedi Starfighter™ With Hyperdrive,4.7,Star Wars™
6.0,168,Join Darth Vader and battle to victory!,75534,Average,Darth Vader™,5.0,Star Wars™
4.0,144,Join the hunt with Boba Fett!,75533,Average,Boba Fett™,4.8,Star Wars™
27.0,149,Go in search of Ben Kenobi in Luke’s Landspeeder!,75173,Easy,Luke's Landspeeder™,4.5,Star Wars™
1.0,1966,Collect the ultimate long-range Rebel starfighter!,75181,Very Challenging,Y-Wing Starfighter™,5.0,Star Wars™
197.0,7541,Travel the LEGO® galaxy in the ultimate Millennium Falcon!,75192,Challenging,Millennium Falcon™,4.8,Star Wars™
3.0,104,Blast into battle with Rebel soldier Jyn Erso!,75119,Average,Sergeant Jyn Erso™,3.7,Star Wars™
1.0,87,Jump into action with warrior monk Chirrut Îmwe!,75524,Easy,Chirrut Îmwe™,4.0,Star Wars™
1.0,148,Blast the enemy with tough Baze Malbus!,75525,Very Easy,Baze Malbus™,5.0,Star Wars™
36.0,112,Track down those Rebels!,75165,Easy,Imperial Trooper Battle Pack,4.0,Star Wars™
94.0,1685,Presenting the Ultimate Collector Series TIE Fighter – the iconic Imperial starfighter!,75095,Average,TIE Fighter™,4.7,Star Wars™
67.0,1005,Enter the battle with Kylo Ren’s Command Shuttle™!,75104,Average,Kylo Ren’s Command Shuttle™,4.1,Star Wars™
39.0,543,Join the battle against the rebels!,75154,Average,TIE Striker™,4.6,Star Wars™
47.0,409,Defeat Kylo Ren at the forest castle!,75139,Easy,Battle on Takodana™,4.1,Star Wars™
19.0,419,Uncover the Death Star plans at the beach bunker!,75171,Easy,Battle on Scarif,3.8,Star Wars™
12.0,558,Join StarScavenger on dangerous salvage missions!,75147,Easy,StarScavenger™,3.6,Star Wars™
24.0,530,Stop the thief at Unkar Plutt's market stall!,75148,Average,Encounter on Jakku™,3.6,Star Wars™
26.0,309,Launch into the holidays with the LEGO® Star Wars Advent Calendar!,75184,Easy,LEGO® Star Wars™ Advent Calendar,3.2,Star Wars™
25.0,269,Join the Rebel battle aboard The Phantom!,75170,Easy,The Phantom,3.8,Star Wars™
25.0,160,Feel the power of the dark side with posable Darth Vader™!,75111,Average,Darth Vader™,4.7,Star Wars™
12.0,169,Go behind enemy lines with K-2SO!,75120,Easy,K-2SO™,4.1,Star Wars™
10.0,82,Command the troops with Captain Phasma™!,75118,Easy,Captain Phasma™,4.1,Star Wars™
5.0,83,Use the Force to battle the Separatists with posable Obi-Wan Kenobi™!,75109,Easy,Obi-Wan Kenobi™,4.4,Star Wars™
4.0,106,Enforce Imperial rule with the Empire’s elite Death Trooper!,75121,Easy,Imperial Death Trooper™,4.8,Star Wars™
70.0,193,Speed into action on Rey's Speeder!™,75099,Easy,Rey's Speeder™,4.4,Star Wars™
1.0,89,Patrol the Scarif coastline with the armored Stormtrooper!,75523,Easy,Scarif Stormtrooper™,5.0,Star Wars™
1.0,98,Practice your warrior skills with Finn!,75116,Easy,Finn,5.0,Star Wars™
10.0,85,Battle the Jedi with posable Jango Fett!™,75107,Easy,Jango Fett™,3.7,Star Wars™
10.0,81,Prepare for battle against the Resistance!,75114,Very Easy,First Order Stormtrooper™,4.7,Star Wars™
10.0,120,Patrol and defend Rebel territory!,75164,Very Easy,Rebel Trooper Battle Pack,4.7,Star Wars™
16.0,112,Speed into battle against the First Order forces!,75131,Very Easy,Resistance Trooper Battle Pack,4.5,Star Wars™
38.0,88,Blast the Resistance with the powerful turbolaser!,75132,Very Easy,First Order Battle Pack,3.9,Star Wars™
3.0,127,Lead the First Order with a LEGO® BrickHeadz construction character featuring Captain Phasma™,41486,Very Easy,Captain Phasma™,4.7,BrickHeadz
7.0,90,Shoot for the stars with the Y-Wing Microfighter!,75162,Very Easy,Y-Wing™ Microfighter,4.7,Star Wars™
9.0,87,Blast off on miniature X-Wing Fighter adventures!,75125,Easy,Resistance X-Wing Fighter™,4.3,Star Wars™
11.0,93,Go on the hunt for microfighter rebels!,75128,Easy,TIE Advanced Prototype™,4.6,Star Wars™
4.0,78,Fly in style with Krennic’s miniature Imperial Shuttle!,75163,Very Easy,Krennic's Imperial Shuttle™ Microfighter,4.3,Star Wars™
11.0,91,Speed across distant planets in the micro First Order Snowspeeder™!,75126,Easy,First Order Snowspeeder™,4.5,Star Wars™
45.0,1862,Harness the power of the mighty 6x6 All Terrain Tow Truck!,42070,Challenging,6x6 All Terrain Tow Truck,3.5,Technic
143.0,2704,Discover the iconic Porsche 911 GT3 RS!,42056,Challenging,Porsche 911 GT3 RS,4.7,Technic
75.0,3929,Experience the huge Bucket Wheel Excavator!,42055,Challenging,Bucket Wheel Excavator,4.6,Technic
22.0,2595,Discover innovative design with the Mack Anthem truck and trailer!,42078,Average,Mack Anthem,4.7,Technic
19.0,2382,Traverse uncharted territory with the Extreme Adventure!,42069,Average,Extreme Adventure,4.9,Technic
7.0,1151,Prepare for vertical takeoffs and landings with the Air Race Jet!,42066,Challenging,Air Race Jet,4.9,Technic
14.0,1327,Discover new horizons with the Ocean Explorer!,42064,Challenging,Ocean Explorer,4.6,Technic
8.0,1005,Push the limits with the awesome LEGO® Technic Rally Car!,42077,Average,Rally Car,4.4,Technic
28.0,370,Travel over the toughest terrain with the RC Tracked Racer!,42065,Easy,RC Tracked Racer,4.5,Technic
12.0,1098,Mobilize the Airport Rescue Vehicle!,42068,Average,Airport Rescue Vehicle,4.8,Technic
5.0,1020,Transport supplies over land and sea with the all-terrain Hovercraft!,42076,Average,Hovercraft,4.2,Technic
12.0,603,Experience the BMW R 1200 GS Adventure!,42063,Average,BMW R 1200 GS Adventure,4.7,Technic
8.0,631,"Grab, lift, load and deliver at the Container Yard!",42062,Easy,Container Yard,4.8,Technic
1.0,513,Explore iconic vehicle design with the First Responder!,42075,Easy,First Responder,5.0,Technic
5.0,330,Put the wind in your sails with this amazing Racing Yacht!,42074,Average,Racing Yacht,4.8,Technic
10.0,365,Call in the Roadwork Crew!,42060,Easy,Roadwork Crew,4.8,Technic
57.0,10,Motorize your LEGO® Technic creations with the Power Functions Motor Set!,8293,Easy,LEGO® Power Functions Motor Set,4.5,Power Functions
1.0,135,Get ready for high-speed action and impacts with the WHACK!,42072,Not Available,WHACK!,5.0,Technic
7.0,142,Fly off the ramp at high speed with the super-fast Stunt Truck!,42059,Easy,Stunt Truck,4.7,Technic
2.0,139,Get ready for high-speed action and impacts with the BASH!,42073,Easy,BASH!,4.0,Technic
9.0,199,Take to the skies with the Ultralight Helicopter!,42057,Easy,Ultralight Helicopter,4.7,Technic
2.0,140,Hit the ramp at high speed with the awesome Stunt Bike!,42058,Easy,Stunt Bike,4.0,Technic
2.0,171,Call in the powerful Dozer Compactor!,42071,Challenging,Dozer Compactor,5.0,Technic
2.0,176,Collect and transport heavy cargo with the Hook Loader!,42084,Easy,Hook Loader,4.5,Technic
18.0,1977,Harness the awesome power of the CLAAS XERION 5000 TRAC VC,42054,Challenging,CLAAS XERION 5000 TRAC VC,4.8,Technic
19.0,1043,Airlift massive loads with the Heavy Lift Helicopter!,42052,Challenging,Heavy Lift Helicopter,4.3,Technic
23.0,1219,Scream around the circuit in the lightning-fast LEGO® Technic 24 Hours Race Car!,42039,Challenging,24 Hours Race Car,4.8,Technic
18.0,1166,Operate the powerful Volvo EW160E!,42053,Average,Volvo EW160E,4.8,Technic
16.0,494,Take on mountainous terrain with the LEGO® Technic Formula Off-Roader!,42037,Average,Formula Off-Roader,4.6,Technic
9.0,476,Call in the powerful Mine Loader!,42049,Average,Mine Loader,4.3,Technic
15.0,375,Take to the open road with the LEGO® Technic Street Motorcycle!,42036,Average,Street Motorcycle,4.9,Technic
6.0,260,Utilize the power and reach of the awesome Telehandler!,42061,Average,Telehandler,4.8,Technic
9.0,252,Clear the ground with the LEGO® Technic Compact Track Loader!,42032,Average,Compact Tracked Loader,4.6,Technic
8.0,125,Smash land speed records with the LEGO® Technic Record Breaker!,42033,Easy,Record Breaker,4.6,Technic
5.0,180,Thunder over the ocean with the Hydroplane Racer!,42045,Easy,Hydroplane Racer,4.8,Technic
4.0,155,Reach dizzying heights with the awesome LEGO® Technic Cherry Picker!,42031,Easy,Cherry Picker,4.8,Technic
5.0,113,Thrill the crowds with the Display Team Jet!,42044,Average,Display Team Jet,4.6,Technic
19.0,3444,Dare to enter The Joker™ Manor!,70922,Challenging,The Joker™ Manor,5.0,THE LEGO® BATMAN MOVIE
20.0,1628,Break into Arkham Asylum with Batman™!,70912,Average,Arkham Asylum,3.8,THE LEGO® BATMAN MOVIE
18.0,1456,Divide the 4-in-1 Ultimate Batmobile and conquer the Super-Villains!,70917,Average,The Ultimate Batmobile,4.6,THE LEGO® BATMAN MOVIE
23.0,1047,Protect the Batcave from The Penguin’s invasion!,70909,Average,Batcave Break-in,4.7,THE LEGO® BATMAN MOVIE
4.0,1053,Patrol the sky above Gotham City in The Batwing!,70916,Average,The Batwing,4.0,THE LEGO® BATMAN MOVIE
9.0,643,Launch a space mission from the Batcave!,70923,Average,The Bat-Space Shuttle,4.8,THE LEGO® BATMAN MOVIE
20.0,581,Pursue Man-Bat™ and the Kabuki Twins™ in the Batmobile with three driving modes!,70905,Average,The Batmobile,4.8,THE LEGO® BATMAN MOVIE
19.0,433,Team up with Batgirl™ to stop The Joker’s Notorious Lowrider!,70906,Average,The Joker™ Notorious Lowrider,4.7,THE LEGO® BATMAN MOVIE
5.0,425,Dodge Harley Quinn’s cannonball attacks!,70921,Average,Harley Quinn™ Cannonball Attack,3.2,THE LEGO® BATMAN MOVIE
6.0,366,Protect Gotham City from Bane’s toxic attacks!,70914,Average,Bane™ Toxic Truck Attack,4.0,THE LEGO® BATMAN MOVIE
5.0,267,Party on with Superman™ and friends!,70919,Easy,The Justice League™ Anniversary Party,3.2,THE LEGO® BATMAN MOVIE
24.0,305,Put the heat on The Penguin™ Arctic Roller with Batman™!,70911,Easy,The Penguin™ Arctic Roller,4.8,THE LEGO® BATMAN MOVIE
11.0,293,Join Batman™ in a comical food fight!,70920,Average,Egghead™ Mech Food Fight,4.7,THE LEGO® BATMAN MOVIE
18.0,254,Battle with Batman™ against The Riddler™ and his allies!,70903,Easy,The Riddler™ Riddle Racer,4.2,THE LEGO® BATMAN MOVIE
2.0,198,Bring down Captain Boomerang™ with Batman’s Bat-Dune Buggy!,70918,Not Available,The Bat-Dune Buggy,4.5,THE LEGO® BATMAN MOVIE
8.0,204,Help Batman™ to stop Scarecrow™ delivering a special scare pizza!,70910,Average,Scarecrow™ Special Delivery,4.4,THE LEGO® BATMAN MOVIE
19.0,201,Protect the power plant from Mr. Freeze’s ice attack!,70901,Easy,Mr. Freeze™ Ice Attack,4.6,THE LEGO® BATMAN MOVIE
7.0,141,Power into the sky to stop Scarecrow’s fear gas attacks!,70913,Easy,Scarecrow™ Fearful Face-off,4.1,THE LEGO® BATMAN MOVIE
18.0,124,Help Batman™ stop The Joker™ escaping!,70900,Easy,The Joker™ Balloon Escape,4.7,THE LEGO® BATMAN MOVIE
19.0,61,Display THE LEGO® BATMAN MOVIE minifigures!,853638,Very Easy,THE LEGO® BATMAN MOVIE Batman™ Minifigure Collector Frame,2.9,THE LEGO® BATMAN MOVIE
13.0,8,Discover new heroes and villains in LEGO® Minifigures—THE LEGO BATMAN MOVIE Series 2.,71020,Very Easy,THE LEGO® BATMAN MOVIE Series 2,4.8,Minifigures
15.0,775,Save the day with Batman™ and The Scuttler!,70908,Average,The Scuttler,4.7,THE LEGO® BATMAN MOVIE
10.0,460,Speed after Killer Croc’s Tail-Gator on Batman’s Batski!,70907,Easy,Killer Croc™ Tail-Gator,3.8,THE LEGO® BATMAN MOVIE
6.0,564,Don’t get on the wrong side of the Two-Face™ Excavator!,70915,Average,Two-Face™ Double Demolition,4.8,THE LEGO® BATMAN MOVIE
13.0,448,Duel against the mighty Clayface™ with Batman™!,70904,Average,Clayface™ Splat Attack,4.4,THE LEGO® BATMAN MOVIE
2.0,156,Fight crime with Batgirl™ and Robin™ in THE LEGO® BATMAN MOVIE!,71264,Easy,THE LEGO® BATMAN MOVIE Story Pack,4.5,DIMENSIONS™
27.0,139,Stop Catwoman™ escaping with the diamonds!,70902,Easy,Catwoman™ Catcycle Chase,4.5,THE LEGO® BATMAN MOVIE
11.0,91,Celebrate THE LEGO® BATMAN MOVIE with a LEGO BrickHeadz Batman!,41585,Very Easy,Batman™,4.9,BrickHeadz
12.0,151,Show off the evil trickster with LEGO® BrickHeadz The Joker™!,41588,Easy,The Joker™,4.8,BrickHeadz
10.0,101,Showcase the Boy Wonder with LEGO® BrickHeadz Robin™!,41587,Very Easy,Robin™,4.8,BrickHeadz
9.0,99,Channel Batgirl™ with your own LEGO® BrickHeadz version!,41586,Easy,Batgirl™,4.3,BrickHeadz
52.0,2295,Join the ninja aboard Wu’s flying ship!,70618,Challenging,Destiny's Bounty,4.9,THE LEGO® NINJAGO® MOVIE™
88.0,4867,Live the life of a ninja in NINJAGO® City!,70620,Challenging,NINJAGO® City,4.9,THE LEGO® NINJAGO® MOVIE™
15.0,1403,Evade the traps inside the Temple!,70617,Average,Temple of The Ultimate Ultimate Weapon,4.8,THE LEGO® NINJAGO® MOVIE™
11.0,1202,Turn sound into a weapon with Cole’s Quake Mech!,70632,Average,Quake Mech,4.5,THE LEGO® NINJAGO® MOVIE™
9.0,830,Defend NINJAGO® City from Garmadon Shark Mech attack!,70656,Average,"garmadon, Garmadon, GARMADON!",4.9,THE LEGO® NINJAGO® MOVIE™
6.0,914,Take on the shark army with Zane’s Ice Tank!,70616,Average,Ice Tank,4.8,THE LEGO® NINJAGO® MOVIE™
19.0,944,Put the heat on the shark army with Kai’s Fire Mech!,70615,Average,Fire Mech,4.2,THE LEGO® NINJAGO® MOVIE™
8.0,747,Defend NINJAGO® City against Garma Mecha Man!,70613,Average,Garma Mecha Man,4.5,THE LEGO® NINJAGO® MOVIE™
8.0,876,Speed to the rescue with Jay’s Lightning Jet!,70614,Average,Lightning Jet,5.0,THE LEGO® NINJAGO® MOVIE™
7.0,521,Get all fired up at Garmadon’s Volcano Lair!,70631,Average,Garmadon's Volcano Lair,4.3,THE LEGO® NINJAGO® MOVIE™
29.0,544,Take on Garmadon with the Green Ninja Mech Dragon!,70612,Average,Green Ninja Mech Dragon,4.7,THE LEGO® NINJAGO® MOVIE™
21.0,494,Smash the shark army out of the water with the Water Strider!,70611,Average,Water Strider,4.5,THE LEGO® NINJAGO® MOVIE™
10.0,312,Battle against evil Jungle Garmadon on the jungle bridge!,70608,Easy,Master Falls,4.0,THE LEGO® NINJAGO® MOVIE™
6.0,341,Protect NINJAGO® City from flying Manta Ray Bomber attack!,70609,Easy,Manta Ray Bomber,4.3,THE LEGO® NINJAGO® MOVIE™
7.0,341,Take on the tentacular Flying Jelly Sub with Jay!,70610,Average,Flying Jelly Sub,4.6,THE LEGO® NINJAGO® MOVIE™
8.0,217,Stop a Piranha Attack with Kai and Misako!,70629,Easy,Piranha Attack,3.6,THE LEGO® NINJAGO® MOVIE™
18.0,233,Stop a crime in the NINJAGO® City street market!,70607,Easy,NINJAGO® City Chase,4.6,THE LEGO® NINJAGO® MOVIE™
1.0,48,Achieve Spinjitzu greatness with the Green Ninja!,70628,Very Easy,Lloyd - Spinjitzu Master,5.0,THE LEGO® NINJAGO® MOVIE™
11.0,109,Practice your Spinjitzu skills with Kai and Zane!,70606,Easy,Spinjitzu Training,4.7,THE LEGO® NINJAGO® MOVIE™
7.0,102,Unleash your true ninja spirit with LEGO® BrickHeadz Lloyd!,41487,Easy,Lloyd,5.0,BrickHeadz
5.0,89,Learn the way of the ninja with LEGO® BrickHeadz Master Wu!,41488,Very Easy,Master Wu,4.4,BrickHeadz
22.0,8,Bring the NINJAGO® world to life with LEGO® Minifigures!,71019,Very Easy,THE LEGO® NINJAGO® MOVIE™,4.3,Minifigures
